"master_d","s.no","article","paper_co","page","readersh","v7","area","length","breadth","type","position","positio2","category","topic","brand","areacode","city","nppr","dow","pprcity","pprdow","citydow","all3var","v7recode","pagetype","ReaderShClass"
1.02643,32,"4",46,"7",50,1,321,25.5,12.6,3,13,0,0,1,"",4,1,2,1,4,3,1,7,1,2,"High"
1.02645,34,"6",46,"7",50,2,115,14.5,7.9,2,11,0,30,0,"",2,1,2,1,4,3,1,7,2,2,"High"
1.02647,36,"8",46,"7",50,2,500,25,20,3,17,15,35,0,"",4,1,2,1,4,3,1,7,2,2,"High"
1.02657,46,"10",46,"11",100,3,32,7.5,4.2,1,18,0,0,0,"",1,1,2,1,4,3,1,7,3,2,"High"
1.0266,49,"13",46,"11",100,1,74,8.60232526704263,8.60232526704263,3,14,0,0,3,"",2,1,2,1,4,3,1,7,1,2,"High"
1.02661,50,"14,15",46,"11",50,1,292,17.0880074906351,17.0880074906351,3,14,0,0,3,"",4,1,2,1,4,3,1,7,1,2,"High"
1.02662,51,"1",46,"12",50,1,126,10.1,12.5,1,1,0,0,1,"",3,1,2,1,4,3,1,7,1,1,"High"
1.02669,58,"8",46,"12",100,2,124,10.2,12.2,3,6,0,36,0,"AYUR WIN",3,1,2,1,4,3,1,7,2,1,"High"
1.02671,60,"10",46,"12",100,2,240,20,12,3,6,5,1,0,"NANO",4,1,2,1,4,3,1,7,2,1,"High"
1.02672,61,"1",46,"S-1",100,1,154,7.5,20.5,3,10,16,0,5,"",3,1,2,1,4,3,1,7,1,2,"High"
1.02675,64,"4",46,"S-1",50,1,183,15,12.2,3,13,0,0,5,"",3,1,2,1,4,3,1,7,1,2,"High"
1.02678,67,"7",46,"S-1",50,1,122,9.5,12.8,3,11,0,0,5,"",3,1,2,1,4,3,1,7,1,2,"High"
1.0268,69,"9",46,"S-1",100,2,249,20.4,12.2,3,14,0,4,0,"NAAPTOL",4,1,2,1,4,3,1,7,2,2,"High"
1.02681,70,"1",46,"S-4",100,1,114,10.4,11,1,1,0,0,5,"",2,1,2,1,4,3,1,7,1,1,"High"
1.02682,71,"2",46,"S-4",100,2,114,10.4,11,3,1,0,15,0,"ORU KAL ORU KANNADI",2,1,2,1,4,3,1,7,2,1,"High"
1.02683,72,"3",46,"S-4",100,2,146,13.3,11,3,3,0,15,0,"BILLA 2",3,1,2,1,4,3,1,7,2,1,"High"
1.02684,73,"4",46,"S-4",100,2,189,17.2,11,3,2,0,15,0,"18 VAYASU",3,1,2,1,4,3,1,7,2,1,"High"
1.02685,74,"5",46,"S-4",100,1,80,8.4,9.5,3,7,0,0,5,"",2,1,2,1,4,3,1,7,1,1,"High"
1.02686,75,"6",46,"S-4",100,2,135,12.3,11,3,7,0,15,0,"NAAN E",3,1,2,1,4,3,1,7,2,1,"High"
1.02687,76,"7",46,"S-4",100,2,168,15.3,11,3,9,0,15,0,"MALAI POLUTIN MAYAKATHILAYEA",3,1,2,1,4,3,1,7,2,1,"High"
1.02688,77,"8",46,"S-4",100,2,167,15.2,11,3,8,0,15,0,"MIRRATAL",3,1,2,1,4,3,1,7,2,1,"High"
1.02689,78,"9",46,"S-4",100,1,106,8.5,12.5,1,4,0,0,5,"",2,1,2,1,4,3,1,7,1,1,"High"
1.0269,79,"10",46,"S-4",100,2,134,12.2,11,3,4,0,15,0,"SAGUNI",3,1,2,1,4,3,1,7,2,1,"High"
1.02691,80,"11",46,"S-4",100,2,168,15.3,11,3,6,0,15,0,"SULAL",3,1,2,1,4,3,1,7,2,1,"High"
1.02692,81,"12",46,"S-4",100,2,167,15.2,11,3,5,0,15,0,"MUGAMOODI",3,1,2,1,4,3,1,7,2,1,"High"
1.02693,1,"1",47,"1",0,2,24,3.8,6.2,1,10,0,34,0,"RATNA ELECTRICAL",1,1,3,1,7,5,1,13,2,2,"Low"
1.02694,2,"2",47,"1",0,2,24,4,6,3,13,0,5,0,"VIGNESH KUMAR JEWELLERY",1,1,3,1,7,5,1,13,2,2,"Low"
1.02695,3,"3",47,"1",0,1,515,21,24.5,3,10,16,0,1,"",4,1,3,1,7,5,1,13,1,2,"Low"
1.02696,4,"4",47,"1",0,1,517,25.2,20.5,3,11,12,0,1,"",4,1,3,1,7,5,1,13,1,2,"Low"
1.02697,5,"5",47,"1",0,2,55,7,7.9,3,13,0,15,0,"PRAYHYUSNA ENG. TECH. MGT",1,1,3,1,7,5,1,13,2,2,"Low"
1.02698,6,"6",47,"1",0,2,55,7,7.9,3,13,0,14,0,"AMRITHA INTERNATIONAL INSTITUTE OF HOTEL MGT",1,1,3,1,7,5,1,13,2,2,"Low"
1.02699,7,"7",47,"1",0,2,79,10,7.9,3,15,0,14,0,"RVS GROUP OF INSTITUTE OF TECHNOLOGY",2,1,3,1,7,5,1,13,2,2,"Low"
1.027,8,"8",47,"1",0,2,17,4.7,3.6,3,18,0,5,0,"IIFL",1,1,3,1,7,5,1,13,2,2,"Low"
1.02701,9,"9",47,"1",0,2,120,10,12,3,14,0,1,0,"HYUNDAI",2,1,3,1,7,5,1,13,2,2,"Low"
1.02786,1,"1",48,"1",69.44444444,2,29,4.3,6.7,3,10,0,27,0,"BOVONTO",1,1,1,1,1,1,1,1,2,2,"High"
1.02787,2,"2",48,"1",52.77777778,2,29,4.3,6.7,3,13,0,5,0,"FATHIMA JEWELLERY",1,1,1,1,1,1,1,1,2,2,"High"
1.02788,3,"3",48,"1",80.55555556,1,412,20.2977831301844,20.2977831301844,1,18,13,0,1,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02789,4,"4",48,"1",47.22222222,2,571,35,16.3,3,11,12,2,0,"MAHINDRA RODEO RZ",4,1,1,1,1,1,1,1,2,2,"Low"
1.0279,5,"5",48,"1",33.33333333,2,69,8.2,8.4,3,17,0,14,0,"AMRITHA INTERNATIONAL INSTITUTE OF HOTEL MGT",2,1,1,1,1,1,1,1,2,2,"Low"
1.02791,6,"6",48,"1",30.55555556,2,46,5.7,8,3,14,0,14,0,"PRATHYUSNA INSTITUTE TECHNOLOGY MGT",1,1,1,1,1,1,1,1,2,2,"Low"
1.02792,7,"7",48,"1",25,2,42,12,3.5,3,14,0,11,0,"POORVIKA",1,1,1,1,1,1,1,1,2,2,"Low"
1.02793,8,"1",48,"2",38.88888889,3,165,47,3.5,3,1,3,0,0,"",3,1,1,1,1,1,1,1,3,1,"Low"
1.02794,9,"2",48,"2",47.22222222,3,174,47,3.7,2,1,3,0,0,"",3,1,1,1,1,1,1,1,3,1,"Low"
1.02795,10,"3",48,"2",41.66666667,3,152,41,3.7,3,1,3,0,0,"",3,1,1,1,1,1,1,1,3,1,"Low"
1.02796,11,"4",48,"2",50,3,152,41,3.7,3,9,8,0,0,"",3,1,1,1,1,1,1,1,3,1,"High"
1.02797,12,"5",48,"2",30.55555556,3,152,41,3.7,3,9,8,0,0,"",3,1,1,1,1,1,1,1,3,1,"Low"
1.02798,13,"6",48,"2",19.44444444,3,56,15,3.7,3,8,0,0,0,"",1,1,1,1,1,1,1,1,3,1,"Low"
1.02799,14,"7",48,"2",19.44444444,1,206,8,25.7,2,7,4,0,5,"",3,1,1,1,1,1,1,1,1,1,"Low"
1.028,15,"8",48,"2",41.66666667,1,485,22.0227155455452,22.0227155455452,3,6,0,0,1,"",4,1,1,1,1,1,1,1,1,1,"Low"
1.02801,16,"9",48,"2",36.11111111,1,80,7.3,11,1,5,0,0,1,"",2,1,1,1,1,1,1,1,1,1,"Low"
1.02802,17,"1",48,"3",72.22222222,1,421,25.5,16.5,3,10,0,0,1,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02803,18,"2",48,"3",72.22222222,1,401,20.0249843945008,20.0249843945008,3,16,13,0,1,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02804,19,"3",48,"3",58.33333333,1,31,8.2,3.8,2,18,0,0,5,"",1,1,1,1,1,1,1,1,1,2,"High"
1.02805,20,"4",48,"3",38.88888889,2,60,6,10,3,15,0,20,0,"A R H",2,1,1,1,1,1,1,1,2,2,"Low"
1.02806,21,"5",48,"3",61.11111111,1,228,15.0996688705415,15.0996688705415,1,11,0,0,8,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02807,22,"6",48,"3",30.55555556,2,180,15,12,3,11,17,23,0,"KUNGUMAN",3,1,1,1,1,1,1,1,2,2,"Low"
1.02808,23,"1",48,"4",44.44444444,1,203,25.4,8,1,1,3,0,1,"",3,1,1,1,1,1,1,1,1,1,"Low"
1.02809,24,"2",48,"4",44.44444444,1,156,19.5,8,3,3,2,0,15,"",3,1,1,1,1,1,1,1,1,1,"Low"
1.0281,25,"3",48,"4",72.22222222,1,309,18.7,16.5,3,7,0,0,1,"",4,1,1,1,1,1,1,1,1,1,"High"
1.02811,26,"4",48,"4",63.88888889,1,150,18.7,8,3,4,0,0,15,"",3,1,1,1,1,1,1,1,1,1,"High"
1.02812,27,"5",48,"4",50,1,236,18.7,12.6,1,9,0,0,13,"",4,1,1,1,1,1,1,1,1,1,"High"
1.02813,28,"6",48,"4",44.44444444,1,163,13,12.5,3,6,0,0,13,"",3,1,1,1,1,1,1,1,1,1,"Low"
1.02814,29,"7",48,"4",27.77777778,1,146,11.6,12.6,1,8,0,0,5,"",3,1,1,1,1,1,1,1,1,1,"Low"
1.02815,30,"8",48,"4",38.88888889,1,224,17.9,12.5,1,5,0,0,5,"",4,1,1,1,1,1,1,1,1,1,"Low"
1.02816,31,"1",48,"7",68.57142857,1,428,20.6881608655772,20.6881608655772,2,10,0,0,1,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02817,32,"2",48,"7",71.42857143,1,219,17.5,12.5,1,16,0,0,1,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02818,33,"3",48,"7",57.14285714,1,120,10.9544511501033,10.9544511501033,1,18,0,0,1,"",2,1,1,1,1,1,1,1,1,2,"High"
1.02819,34,"4",48,"7",42.85714286,1,51,6.2,8.2,1,13,0,0,1,"",1,1,1,1,1,1,1,1,1,2,"Low"
1.0282,35,"5",48,"7",42.85714286,1,57,7,8.2,1,13,0,0,1,"",2,1,1,1,1,1,1,1,1,2,"Low"
1.02821,36,"6",48,"7",22.85714286,1,57,7,8.2,1,15,0,0,1,"",2,1,1,1,1,1,1,1,1,2,"Low"
1.02822,37,"7",48,"7",22.85714286,2,83,10.1,8.2,1,15,0,14,0,"REHAB COUNCIL",2,1,1,1,1,1,1,1,2,2,"Low"
1.02823,38,"8",48,"7",17.14285714,3,152,19,8,2,14,0,0,1,"",3,1,1,1,1,1,1,1,3,2,"Low"
1.02824,39,"9",48,"7",5.714285714,1,63,7.8,8.1,1,12,0,0,1,"",2,1,1,1,1,1,1,1,1,2,"Low"
1.02825,40,"10",48,"7",20,1,148,12,12.3,2,11,0,0,1,"",3,1,1,1,1,1,1,1,1,2,"Low"
1.02826,41,"11",48,"7",8.571428571,3,124,15.5,8,2,17,0,0,0,"",3,1,1,1,1,1,1,1,3,2,"Low"
1.02827,42,"12",48,"7",5.714285714,3,63,15,4.2,1,17,0,0,0,"",2,1,1,1,1,1,1,1,3,2,"Low"
1.02828,43,"13",48,"7",11.42857143,3,120,10,12,1,17,0,0,0,"",2,1,1,1,1,1,1,1,3,2,"Low"
1.02829,44,"1",48,"13",54.28571429,1,332,20.1,16.5,3,10,0,0,15,"",4,1,1,1,1,1,1,1,1,2,"High"
1.0283,45,"2",48,"13",60,1,287,16.9410743460974,16.9410743460974,3,16,13,0,2,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02831,46,"3",48,"13",71.42857143,1,44,5.3,8.3,1,18,0,0,5,"",1,1,1,1,1,1,1,1,1,2,"High"
1.02832,47,"4",48,"13",74.28571429,1,33,4,8.3,1,18,0,0,5,"",1,1,1,1,1,1,1,1,1,2,"High"
1.02833,48,"5",48,"13",42.85714286,2,43,5.2,8.2,2,15,0,25,0,"TAMILNADU ELECTRONICS CORPORATION",1,1,1,1,1,1,1,1,2,2,"Low"
1.02834,49,"6",48,"13",40,1,215,14.6628782986152,14.6628782986152,1,12,0,0,5,"",4,1,1,1,1,1,1,1,1,2,"Low"
1.02835,50,"7",48,"13",14.28571429,1,170,13.6,12.5,1,11,0,0,5,"",3,1,1,1,1,1,1,1,1,2,"Low"
1.02836,51,"8",48,"13",22.85714286,2,500,25,20,3,17,14,35,0,"CONSUMER AFFAIRS",4,1,1,1,1,1,1,1,2,2,"Low"
1.02837,52,"1",48,"14",55.55555556,1,403,19.2,21,1,1,7,0,6,"",4,1,1,1,1,1,1,1,1,1,"High"
1.02838,53,"2",48,"14",66.66666667,1,235,11.3,20.8,3,9,3,0,6,"",4,1,1,1,1,1,1,1,1,1,"High"
1.02839,54,"3",48,"14",61.11111111,1,125,10.2,12.3,3,4,0,0,6,"",3,1,1,1,1,1,1,1,1,1,"High"
1.0284,55,"4",48,"14",69.44444444,1,248,20.2,12.3,1,6,0,0,6,"",4,1,1,1,1,1,1,1,1,1,"High"
1.02841,56,"5",48,"14",52.77777778,1,56,6.8,8.2,1,2,0,0,1,"",1,1,1,1,1,1,1,1,1,1,"High"
1.02842,57,"6",48,"14",38.88888889,1,43,5.2,8.2,1,2,0,0,1,"",1,1,1,1,1,1,1,1,1,1,"Low"
1.02843,58,"7",48,"14",25,1,62,7.5,8.2,1,2,0,0,6,"",2,1,1,1,1,1,1,1,1,1,"Low"
1.02844,59,"8",48,"14",11.11111111,1,242,15.556349186104,15.556349186104,1,8,5,0,1,"",4,1,1,1,1,1,1,1,1,1,"Low"
1.02845,60,"9",48,"14",22.22222222,2,240,12,20,3,5,0,2,0,"BAJAJ DISCOVER",4,1,1,1,1,1,1,1,2,1,"Low"
1.02846,61,"1",48,"15",48.57142857,1,321,26.1,12.3,3,10,0,0,15,"",4,1,1,1,1,1,1,1,1,2,"Low"
1.02847,62,"2",48,"15",60,1,188,13.7113092008021,13.7113092008021,1,16,13,0,13,"",3,1,1,1,1,1,1,1,1,2,"High"
1.02848,63,"3",48,"15",62.85714286,1,219,14.7986485869487,14.7986485869487,1,16,13,0,7,"",4,1,1,1,1,1,1,1,1,2,"High"
1.02849,64,"4",48,"15",62.85714286,1,247,15.7162336455017,15.7162336455017,1,11,12,0,1,"",4,1,1,1,1,1,1,1,1,2,"High"
1.0285,65,"5",48,"15",37.14285714,1,89,10.5,8.5,1,17,0,0,1,"",2,1,1,1,1,1,1,1,1,2,"Low"
1.02851,66,"6",48,"15",40,3,195,11.8,16.5,3,18,15,0,0,"",3,1,1,1,1,1,1,1,3,2,"Low"
1.02852,67,"7",48,"15",25.71428571,3,46,5.7,8,3,17,0,0,0,"",1,1,1,1,1,1,1,1,3,2,"Low"
1.02853,68,"8",48,"15",17.14285714,3,91,11.4,8,2,17,0,0,0,"",2,1,1,1,1,1,1,1,3,2,"Low"
1.02854,69,"9",48,"15",17.14285714,3,77,9.6,8,3,17,0,0,0,"",2,1,1,1,1,1,1,1,3,2,"Low"
1.02855,70,"10",48,"15",5.714285714,3,46,5.8,8,2,14,0,0,0,"",1,1,1,1,1,1,1,1,3,2,"Low"
1.02856,71,"11",48,"15",25.71428571,3,46,5.8,8,2,14,0,0,0,"",1,1,1,1,1,1,1,1,3,2,"Low"
1.02857,72,"12",48,"15",17.14285714,3,84,10.5,8,2,14,0,0,0,"",2,1,1,1,1,1,1,1,3,2,"Low"
1.02858,73,"1",48,"18",62.85714286,2,114,10.4,11,3,1,0,15,0,"VALAKUYEN 18/9",2,1,1,1,1,1,1,1,2,1,"High"
1.02859,74,"2",48,"18",80,2,114,10.4,11,3,1,0,15,0,"ORU KAL ORU KANNADI",2,1,1,1,1,1,1,1,2,1,"High"
1.0286,75,"3",48,"18",80,2,165,15,11,3,3,0,15,0,"SULAL",3,1,1,1,1,1,1,1,2,1,"High"
1.02861,76,"4",48,"18",68.57142857,2,165,15,11,3,2,0,15,0,"BILLA 2",3,1,1,1,1,1,1,1,2,1,"High"
1.02862,77,"5",48,"18",68.57142857,2,114,10.4,11,3,7,0,15,0,"MANAM KOTHI PARAVAI",2,1,1,1,1,1,1,1,2,1,"High"
1.02863,78,"6",48,"18",65.71428571,2,132,12,11,3,7,0,15,0,"NAAN E",3,1,1,1,1,1,1,1,2,1,"High"
1.02864,79,"7",48,"18",57.14285714,2,144,13.1,11,3,9,0,15,0,"BILLA 2",3,1,1,1,1,1,1,1,2,1,"High"
1.02865,80,"8",48,"18",48.57142857,2,165,15,11,3,8,0,15,0,"MUGAMOODI",3,1,1,1,1,1,1,1,2,1,"Low"
1.02866,81,"9",48,"18",42.85714286,2,57,5.2,11,3,4,0,15,0,"AMMANA SUMA ILADA",2,1,1,1,1,1,1,1,2,1,"Low"
1.02867,82,"10",48,"18",40,2,167,15.2,11,3,4,0,15,0,"VETTAIYADU",3,1,1,1,1,1,1,1,2,1,"Low"
1.02868,83,"11",48,"18",40,2,165,15,11,3,6,0,15,0,"PEACHI YAKKA MARUMAGAL",3,1,1,1,1,1,1,1,2,1,"Low"
1.02869,84,"12",48,"18",45.71428571,2,167,15.2,11,3,5,0,15,0,"MALAI POLUTHIN MAYA KATHI LEYEA",3,1,1,1,1,1,1,1,2,1,"Low"
1.02882,13,"1",49,"2",100,1,261,18,14.5,1,1,0,0,2,"",4,3,2,1,6,3,5,11,1,1,"High"
1.02883,14,"2",49,"2",42.85714286,1,162,18,9,1,3,0,0,5,"",3,3,2,1,6,3,5,11,1,1,"Low"
1.02884,15,"3",49,"2",71.42857143,1,425,25,17,3,9,0,0,15,"",4,3,2,1,6,3,5,11,1,1,"High"
1.02885,16,"4",49,"2",100,1,309,32.5,9.5,3,8,0,0,10,"",4,3,2,1,6,3,5,11,1,1,"High"
1.02886,17,"5",49,"2",28.57142857,1,408,17,24,3,7,0,0,15,"",4,3,2,1,6,3,5,11,1,1,"Low"
1.02887,18,"6",49,"2",85.71428571,3,184,8,23,1,4,0,0,0,"",3,3,2,1,6,3,5,11,3,1,"High"
1.02888,19,"7",49,"2",71.42857143,1,136,8,17,1,6,0,0,13,"",3,3,2,1,6,3,5,11,1,1,"High"
1.02902,33,"2",49,"4",100,1,96,12,8,3,4,0,0,5,"",2,3,2,1,6,3,5,11,1,1,"High"
1.02903,34,"3",49,"4",100,1,120,12,10,1,6,0,0,13,"",2,3,2,1,6,3,5,11,1,1,"High"
1.02904,35,"4",49,"4",100,1,326,18.0554700852678,18.0554700852678,3,5,0,0,13,"",4,3,2,1,6,3,5,11,1,1,"High"
1.0293,61,"1",49,"12",85.71428571,1,125,12.5,10,1,1,0,0,1,"",3,3,2,1,6,3,5,11,1,1,"High"
1.02931,62,"2",49,"12",85.71428571,1,230,17,13.5,1,3,0,0,1,"",4,3,2,1,6,3,5,11,1,1,"High"
1.02932,63,"3",49,"12",14.28571429,1,104,8,13,3,3,0,0,1,"",2,3,2,1,6,3,5,11,1,1,"Low"
1.02933,64,"4",49,"12",57.14285714,1,277,20.5,13.5,3,2,0,0,5,"",4,3,2,1,6,3,5,11,1,1,"High"
1.02934,65,"5",49,"12",42.85714286,1,119,12.5,9.5,3,7,0,0,8,"",2,3,2,1,6,3,5,11,1,1,"Low"
1.02935,66,"6",49,"12",85.71428571,1,80,8,10,1,4,0,0,2,"",2,3,2,1,6,3,5,11,1,1,"High"
1.02936,67,"7",49,"12",85.71428571,1,157,16.5,9.5,3,6,0,0,2,"",3,3,2,1,6,3,5,11,1,1,"High"
1.02937,68,"8",49,"12",100,1,162,12,13.5,1,9,0,0,5,"",3,3,2,1,6,3,5,11,1,1,"High"
1.02951,82,"1",49,"16",100,1,95,21,4.5,1,7,0,0,5,"",2,3,2,1,6,3,5,11,1,1,"High"
1.02952,83,"2",49,"16",71.42857143,1,85,10,8.5,1,9,0,0,5,"",2,3,2,1,6,3,5,11,1,1,"High"
1.02954,85,"4",49,"16",42.85714286,2,115,11.5,10,3,6,0,0,15,"",2,3,2,1,6,3,5,11,2,1,"Low"
1.02956,87,"6",49,"6",14.28571429,2,154,11,14,3,3,0,0,15,"",3,3,2,1,6,3,5,11,2,1,"Low"
1.02958,89,"8",49,"6",100,2,240,20,12,3,9,0,4,0,"",4,3,2,1,6,3,5,11,2,1,"High"
1.02959,90,"9",49,"16",100,2,110,11,10,3,9,0,0,15,"",2,3,2,1,6,3,5,11,2,1,"High"
1.0296,91,"10",49,"16",71.42857143,2,165,11,15,3,8,0,0,15,"",3,3,2,1,6,3,5,11,2,1,"High"
1.02961,92,"11",49,"16",71.42857143,2,110,11,10,3,6,0,0,15,"",2,3,2,1,6,3,5,11,2,1,"High"
1.02962,93,"12",49,"16",85.71428571,2,132,11,12,3,5,0,0,15,"",3,3,2,1,6,3,5,11,2,1,"High"
1.02974,12,"2",51,"2",100,1,459,21.4242852856285,21.4242852856285,3,3,0,0,1,"",4,3,1,1,3,1,5,5,1,1,"High"
1.02976,14,"4",51,"2",10,1,111,8.5,13,1,9,0,0,5,"",2,3,1,1,3,1,5,5,1,1,"Low"
1.02981,19,"9",51,"2",90,1,164,8,20.5,1,4,0,0,0,"",3,3,1,1,3,1,5,5,1,1,"High"
1.02998,36,"2",51,"4",10,1,216,12,18,1,2,0,0,5,"",4,3,1,1,3,1,5,5,1,1,"Low"
1.02999,37,"3",51,"4",100,1,363,16.5,22,3,7,0,0,15,"",4,3,1,1,3,1,5,5,1,1,"High"
1.03,38,"4",51,"4",80,1,100,10,10,3,9,0,0,5,"",2,3,1,1,3,1,5,5,1,1,"High"
1.03003,41,"7",51,"4",20,1,182,16.5,11,3,8,0,0,6,"",3,3,1,1,3,1,5,5,1,1,"Low"
1.03006,44,"10",51,"4",100,1,40,8,5,3,6,0,0,15,"",1,3,1,1,3,1,5,5,1,1,"High"
1.03029,67,"1",51,"12",100,1,299,17.2916164657906,17.2916164657906,3,1,0,0,1,"",4,3,1,1,3,1,5,5,1,1,"High"
1.0303,68,"2",51,"12",100,1,56,8,7,1,3,0,0,5,"",1,3,1,1,3,1,5,5,1,1,"High"
1.03031,69,"3",51,"12",100,1,363,12.5,29,3,2,0,0,5,"",4,3,1,1,3,1,5,5,1,1,"High"
1.03034,72,"6",51,"12",10,2,413,16.5,25,3,6,0,14,0,"DR. SIVANTHI ADITHANAR COLLEGE OF ENGG",4,3,1,1,3,1,5,5,2,1,"Low"
1.0305,88,"1",51,"18",30,1,100,8,12.5,3,1,0,0,5,"",2,3,1,1,3,1,5,5,1,1,"Low"
1.03053,91,"4",51,"18",10,1,40,8,5,1,3,0,0,5,"",1,3,1,1,3,1,5,5,1,1,"Low"
1.03056,94,"7",51,"18",20,1,194,12.5,15.5,1,7,0,0,5,"",3,3,1,1,3,1,5,5,1,1,"Low"
1.03057,95,"8",51,"18",20,1,169,12.5,13.5,1,9,0,0,5,"",3,3,1,1,3,1,5,5,1,1,"Low"
1.03058,96,"9",51,"18",30,1,125,12.5,10,1,8,0,0,2,"",3,3,1,1,3,1,5,5,1,1,"Low"
1.03059,97,"10",51,"18",80,1,125,12.5,10,3,8,0,0,15,"",3,3,1,1,3,1,5,5,1,1,"High"
1.0306,98,"11",51,"18",80,1,288,12.5,23,3,4,0,0,15,"",4,3,1,1,3,1,5,5,1,1,"High"
1.03061,99,"12",51,"18",50,1,247,15.7162336455017,15.7162336455017,3,6,0,0,2,"",4,3,1,1,3,1,5,5,1,1,"High"
1.03063,101,"14",51,"18",10,1,24,4,6,3,5,0,0,5,"",1,3,1,1,3,1,5,5,1,1,"Low"
1.03077,14,"2",58,"2",20,1,156,8,19.5,3,3,0,0,2,"",3,3,2,2,6,4,6,12,1,1,"Low"
1.03079,16,"4",58,"2",100,1,374,17,22,3,7,0,0,5,"",4,3,2,2,6,4,6,12,1,1,"High"
1.0308,17,"5",58,"2",60,1,140,8.5,16.5,1,9,0,0,3,"",3,3,2,2,6,4,6,12,1,1,"High"
1.03081,18,"6",58,"2",40,1,196,17,11.5,3,8,0,0,2,"",3,3,2,2,6,4,6,12,1,1,"Low"
1.03084,21,"9",58,"2",80,1,239,16.5,14.5,3,6,0,0,10,"",4,3,2,2,6,4,6,12,1,1,"High"
1.03142,79,"1",58,"16",20,1,200,25,8,1,7,0,0,13,"",3,3,2,2,6,4,6,12,1,1,"Low"
1.03143,80,"2",58,"16",100,2,180,12,15,3,3,0,15,0,"",3,3,2,2,6,4,6,12,2,1,"High"
1.03144,81,"3",58,"16",80,2,165,11,15,3,3,0,15,0,"",3,3,2,2,6,4,6,12,2,1,"High"
1.03145,82,"4",58,"16",40,2,165,11,15,3,2,0,15,0,"",3,3,2,2,6,4,6,12,2,1,"Low"
1.03157,11,"3",60,"2",100,1,192,16,12,3,9,0,0,1,"",3,3,1,2,3,2,6,6,1,1,"High"
1.03158,12,"4",60,"2",100,1,144,12,12,3,9,0,0,1,"",3,3,1,2,3,2,6,6,1,1,"High"
1.03159,13,"5",60,"2",100,1,80,8.94427190999916,8.94427190999916,1,9,0,0,1,"",2,3,1,2,3,2,6,6,1,1,"High"
1.03181,35,"2",60,"4",100,1,150,12.5,12,1,3,0,0,5,"",3,3,1,2,3,2,6,6,1,1,"High"
1.03182,36,"3",60,"4",50,1,60,7.74596669241483,7.74596669241483,1,8,0,0,5,"",2,3,1,2,3,2,6,6,1,1,"High"
1.03184,38,"5",60,"4",16.66666667,1,60,8.5,7,1,8,0,0,5,"",2,3,1,2,3,2,6,6,1,1,"Low"
1.03185,39,"6",60,"4",33.33333333,1,20,4.47213595499958,4.47213595499958,1,3,0,0,1,"",1,3,1,2,3,2,6,6,1,1,"Low"
1.03186,40,"7",60,"4",66.66666667,1,80,8.94427190999916,8.94427190999916,3,7,0,0,1,"",2,3,1,2,3,2,6,6,1,1,"High"
1.03187,41,"8",60,"4",16.66666667,2,400,16,25,3,6,0,10,0,"BENIT& CO",4,3,1,2,3,2,6,6,2,1,"Low"
1.03227,81,"1",60,"24",100,1,84,12,7,3,1,0,0,1,"",2,3,1,2,3,2,6,6,1,1,"High"
1.03228,82,"2",60,"24",100,1,216,12,18,1,3,0,0,12,"",4,3,1,2,3,2,6,6,1,1,"High"
1.03229,83,"3",60,"24",16.66666667,2,400,16,25,3,2,0,15,0,"",4,3,1,2,3,2,6,6,2,1,"Low"
1.0323,84,"4",60,"24",16.66666667,3,40,8,5,1,9,0,0,0,"",1,3,1,2,3,2,6,6,3,1,"Low"
1.03231,85,"5",60,"24",83.33333333,1,170,8.5,20,1,7,0,0,5,"",3,3,1,2,3,2,6,6,1,1,"High"
1.03232,86,"6",60,"24",16.66666667,2,240,12,20,3,4,0,23,0,"DINATHANTHI",4,3,1,2,3,2,6,6,2,1,"Low"
1.03233,87,"7",60,"24",16.66666667,2,400,16,25,3,5,0,15,0,"",4,3,1,2,3,2,6,6,2,1,"Low"
1.03247,14,"6",67,"2",100,1,240,16,15,1,9,0,0,11,"",4,3,2,2,6,4,6,12,1,1,"High"
1.03248,15,"7",67,"2",100,1,510,42.5,12,1,9,0,0,2,"",4,3,2,2,6,4,6,12,1,1,"High"
1.03265,32,"1",67,"4",100,1,206,16.5,12.5,1,1,0,0,2,"",3,3,2,2,6,4,6,12,1,1,"High"
1.03269,36,"5",67,"4",100,1,119,12.5,9.5,3,3,0,0,15,"",2,3,2,2,6,4,6,12,1,1,"High"
1.03272,39,"8",67,"4",100,1,260,20,13,1,9,0,0,1,"",4,3,2,2,6,4,6,12,1,1,"High"
1.03274,41,"10",67,"4",100,1,194,12.5,15.5,1,8,0,0,5,"",3,3,2,2,6,4,6,12,1,1,"High"
1.03329,15,"1",69,"2",50,1,54,12,4.5,1,1,0,0,2,"",1,3,1,2,3,2,6,6,1,1,"High"
1.03334,20,"6",69,"2",100,1,219,12.5,17.5,2,9,0,0,1,"",4,3,1,2,3,2,6,6,1,1,"High"
1.03375,61,"1",69,"16",100,1,108,12,9,3,1,0,0,5,"",2,3,1,2,3,2,6,6,1,1,"High"
