"master_d","s.no","article","paper_co","page","readersh","v7","area","length","breadth","type","position","positio2","category","topic","brand","areacode","city","nppr","dow","pprcity","pprdow","citydow","all3var","v7recode","pagetype","ReaderShClass"
1.00319,48,"6",5,"7",20,2,72,9,8,1,11,0,25,0,"MAX",2,3,3,2,9,6,6,18,2,2,"Low"
1.0032,49,"7",5,"7",80,1,199,12.2,16.3,2,16,0,0,5,"",3,3,3,2,9,6,6,18,1,2,"High"
1.00322,51,"9",5,"7",60,1,158,12.5698050899765,12.5698050899765,2,18,17,0,5,"",3,3,3,2,9,6,6,18,1,2,"High"
1.00331,60,"1",5,"19",60,1,154,19.2,8,3,10,0,0,4,"",3,3,3,2,9,6,6,18,1,2,"High"
1.00332,61,"2",5,"19",40,1,62,7.7,8,1,12,0,0,3,"",2,3,3,2,9,6,6,18,1,2,"Low"
1.00333,62,"3",5,"19",60,1,162,8.1,20,3,12,11,0,4,"",3,3,3,2,9,6,6,18,1,2,"High"
1.00335,64,"5",5,"19",40,1,308,12.5,24.6,3,16,13,0,3,"",4,3,3,2,9,6,6,18,1,2,"Low"
1.00336,65,"6",5,"19",20,1,228,18.7,12.2,3,18,0,0,8,"",4,3,3,2,9,6,6,18,1,2,"Low"
1.00337,66,"7",5,"19",20,1,116,9.5,12.2,3,15,0,0,4,"",2,3,3,2,9,6,6,18,1,2,"Low"
1.00338,67,"8",5,"19",20,1,220,18,12.2,3,15,0,0,4,"",4,3,3,2,9,6,6,18,1,2,"Low"
1.0034,69,"1",5,"S-1",20,1,56,7,8,3,13,0,0,5,"",1,3,3,2,9,6,6,18,1,2,"Low"
1.00342,71,"3",5,"S-1",40,2,211,17.6,12,3,10,0,41,0,"",4,3,3,2,9,6,6,18,2,2,"Low"
1.00343,72,"4",5,"S-1",20,2,234,19.5,12,1,11,12,6,0,"",4,3,3,2,9,6,6,18,2,2,"Low"
1.00355,84,"1",5,"S-4",20,1,18,2.3,8,1,1,0,0,5,"",1,3,3,2,9,6,6,18,1,1,"Low"
1.00356,85,"2",5,"S-4",20,2,82,10.3,8,2,1,0,30,0,"",2,3,3,2,9,6,6,18,2,1,"Low"
1.00357,86,"3",5,"S-4",20,2,82,10.3,8,2,1,3,30,0,"",2,3,3,2,9,6,6,18,2,1,"Low"
1.0036,89,"6",5,"S-4",20,1,106,13.3,8,1,6,0,0,5,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00361,90,"7",5,"S-4",20,1,100,12.5,8,1,6,9,0,5,"",2,3,3,2,9,6,6,18,1,1,"Low"
1.00364,93,"10",5,"S-4",20,1,239,14.5,16.5,1,4,0,0,5,"",4,3,3,2,9,6,6,18,1,1,"Low"
1.00366,95,"12",5,"S-4",20,1,128,10.5,12.2,1,6,0,0,5,"",3,3,3,2,9,6,6,18,1,1,"Low"
1.00375,3,"3",6,"1",60,1,475,21.7944947177034,21.7944947177034,3,10,13,0,1,"",4,3,1,2,3,2,6,6,1,2,"High"
1.00377,5,"5",6,"1",100,2,400,25,16,3,12,11,11,0,"UNIVER CELL",4,3,1,2,3,2,6,6,2,2,"High"
1.00384,12,"12",6,"1",80,2,120,10,12,2,14,0,14,0,"SENGUTHAR ARTS & SCIENCE COLLEGE",2,3,1,2,3,2,6,6,2,2,"High"
1.00385,13,"1",6,"2",40,1,188,7.5,25,2,1,7,0,5,"",3,3,1,2,3,2,6,6,1,1,"Low"
1.00391,19,"7",6,"2",100,1,502,22.4053565024081,22.4053565024081,1,9,3,0,5,"",4,3,1,2,3,2,6,6,1,1,"High"
1.00392,20,"8",6,"2",40,2,240,15,16,3,2,8,14,0," MAHAKAVI BHARATHIAR ENGINEERING COLLEGE",4,3,1,2,3,2,6,6,2,1,"Low"
1.00401,29,"1",6,"3",40,1,111,9,12.3,3,10,0,0,1,"",2,3,1,2,3,2,6,6,1,2,"Low"
1.00403,31,"3",6,"3",80,1,156,12.4899959967968,12.4899959967968,3,12,11,0,5,"",3,3,1,2,3,2,6,6,1,2,"High"
1.00404,32,"4",6,"3",80,1,166,8,20.7,3,16,13,0,5,"",3,3,1,2,3,2,6,6,1,2,"High"
1.00405,33,"5",6,"3",20,1,85,10,8.5,1,16,0,0,5,"",2,3,1,2,3,2,6,6,1,2,"Low"
1.00407,35,"7",6,"3",20,2,240,12,20,3,15,18,2,0,"BAJAJ DISCOVER",4,3,1,2,3,2,6,6,2,2,"Low"
1.00408,36,"8",6,"3",20,1,44,10.5,4.2,1,11,0,0,1,"",1,3,1,2,3,2,6,6,1,2,"Low"
1.00409,37,"9",6,"3",20,2,500,20,25,3,17,14,14,0,"SONA COLLEGE OF TECHNOLOGY",4,3,1,2,3,2,6,6,2,2,"Low"
1.0041,38,"1",6,"4",40,1,275,17.2,16,2,1,7,0,4,"",4,3,1,2,3,2,6,6,1,1,"Low"
1.00411,39,"2",6,"4",80,1,218,13.2,16.5,2,4,7,0,4,"",4,3,1,2,3,2,6,6,1,1,"High"
1.00412,40,"3",6,"4",20,1,219,13.7,16,2,3,0,0,4,"",4,3,1,2,3,2,6,6,1,1,"Low"
1.00413,41,"4",6,"4",20,1,88,21,4.2,1,9,0,0,3,"",2,3,1,2,3,2,6,6,1,1,"Low"
1.00421,49,"12",6,"4",40,2,311,15,20.7,2,8,5,23,0,"DAILY THANTHI",4,3,1,2,3,2,6,6,2,1,"Low"
1.00422,50,"1",6,"7",40,1,108,8.6,12.5,2,10,0,0,1,"",2,3,1,2,3,2,6,6,1,2,"Low"
1.00423,51,"2",6,"7",80,1,478,21.8632111090754,21.8632111090754,2,16,13,0,6,"",4,3,1,2,3,2,6,6,1,2,"High"
1.00424,52,"3",6,"7",20,1,250,15.8113883008419,15.8113883008419,1,11,12,0,1,"",4,3,1,2,3,2,6,6,1,2,"Low"
1.00433,61,"1",6,"16",60,1,195,13.9642400437689,13.9642400437689,1,1,7,0,13,"",3,3,1,2,3,2,6,6,1,1,"High"
1.00435,63,"3",6,"16",20,2,237,15,15.8,3,1,0,41,0,"TATA ACE",4,3,1,2,3,2,6,6,2,1,"Low"
1.00439,67,"7",6,"16",20,2,216,18,12,2,6,0,14,0,"ALL INDIA AIR HOSTESS TRAINING ACADEMY",4,3,1,2,3,2,6,6,2,1,"Low"
1.00444,72,"1",6,"17",20,1,49,7,7,3,10,0,0,6,"",1,3,1,2,3,2,6,6,1,2,"Low"
1.00446,74,"3",6,"17",60,1,138,11.5,12,3,15,0,0,6,"",3,3,1,2,3,2,6,6,1,2,"High"
1.00448,76,"5",6,"17",20,1,42,7,6,3,11,0,0,6,"",1,3,1,2,3,2,6,6,1,2,"Low"
1.0045,78,"7",6,"17",20,1,44,10.2,4.3,1,17,0,0,6,"",1,3,1,2,3,2,6,6,1,2,"Low"
1.00452,80,"9",6,"17",40,1,158,11,14.4,3,14,0,0,6,"",3,3,1,2,3,2,6,6,1,2,"Low"
1.00454,82,"1",6,"26",40,1,101,18.3,5.5,1,1,0,0,1,"",2,3,1,2,3,2,6,6,1,1,"Low"
1.00456,84,"3",6,"26",40,2,408,25.5,16,3,4,0,15,0,"ENGLISH VINGLISH",4,3,1,2,3,2,6,6,2,1,"Low"
1.00459,87,"6",6,"26",40,2,403,25.2,16,3,8,0,15,0,"ATHI BAHAVAN",4,3,1,2,3,2,6,6,2,1,"Low"
1.0046,88,"7",6,"26",60,2,403,25.2,16,3,8,0,15,0,"NALLA THANEA POI KITU IRUKU",4,3,1,2,3,2,6,6,2,1,"High"
1.00462,2,"2",7,"1",20,2,35,4.5,7.8,3,10,0,17,0,"MAYA & MAYA EMU RESTAURANT",1,2,2,2,5,4,4,10,2,2,"Low"
1.00463,3,"3",7,"1",20,1,38,6.16441400296898,6.16441400296898,3,10,0,0,3,"",1,2,2,2,5,4,4,10,1,2,"Low"
1.00465,5,"5",7,"1",20,1,22,2.8,7.9,3,16,0,0,5,"",1,2,2,2,5,4,4,10,1,2,"Low"
1.00468,8,"1",7,"3",20,1,196,14,14,3,10,16,0,5,"",3,2,2,2,5,4,4,10,1,2,"Low"
1.00469,9,"2",7,"3",40,2,40,5,8,3,10,0,20,0,"SIEMENS",1,2,2,2,5,4,4,10,2,2,"Low"
1.0047,10,"3",7,"3",20,2,72,6,12,3,10,0,10,0,"POORVIKA",2,2,2,2,5,4,4,10,2,2,"Low"
1.00472,12,"5",7,"3",20,2,240,20,12,3,11,0,5,0,"JOYALUKKAS",4,2,2,2,5,4,4,10,2,2,"Low"
1.00478,18,"11",7,"3",20,1,22,2.8,7.9,3,16,0,0,5,"",1,2,2,2,5,4,4,10,1,2,"Low"
1.00482,22,"1,2",7,"4",20,1,337,18.3575597506858,18.3575597506858,3,7,9,0,5,"",4,2,2,2,5,4,4,10,1,1,"Low"
1.00483,23,"3",7,"4",60,1,122,10,12.2,1,6,0,0,5,"",3,2,2,2,5,4,4,10,1,1,"High"
1.00484,24,"4",7,"4",20,2,192,16,12,3,5,0,14,0,"PMC TECH ENGINEERING COLLEGE",3,2,2,2,5,4,4,10,2,1,"Low"
1.00505,45,"1",7,"7",20,1,390,19.7484176581315,19.7484176581315,3,10,18,0,1,"",4,2,2,2,5,4,4,10,1,2,"Low"
1.00506,46,"2",7,"7",60,2,813,25,32.5,3,11,14,35,0,"INCOME TAX",4,2,2,2,5,4,4,10,2,2,"High"
1.00507,47,"3",7,"7",20,2,160,10,16,1,18,15,25,0,"ICICI BANK",3,2,2,2,5,4,4,10,2,2,"Low"
1.00513,53,"1",7,"17",40,1,74,9,8.2,1,10,0,0,5,"",2,2,2,2,5,4,4,10,1,2,"Low"
1.00514,54,"2",7,"17",20,1,66,8,8.2,1,10,0,0,5,"",2,2,2,2,5,4,4,10,1,2,"Low"
1.00515,55,"3",7,"17",20,1,148,18,8.2,1,12,0,0,1,"",3,2,2,2,5,4,4,10,1,2,"Low"
1.00516,56,"4",7,"17",20,1,123,15,8.2,2,11,0,0,10,"",3,2,2,2,5,4,4,10,1,2,"Low"
1.00528,68,"2",7,"18",60,1,188,13.7113092008021,13.7113092008021,3,1,7,0,5,"",3,2,2,2,5,4,4,10,1,1,"High"
1.00529,69,"3",7,"18",40,1,247,15.7162336455017,15.7162336455017,3,3,9,0,13,"",4,2,2,2,5,4,4,10,1,1,"Low"
1.00534,1,"1",8,"1",50,1,239,14.5,16.5,1,10,16,0,13,"",4,2,3,2,8,6,4,16,1,2,"High"
1.00538,5,"5",8,"1",50,1,157,9.5,16.5,3,15,0,0,5,"",3,2,3,2,8,6,4,16,1,2,"High"
1.00539,6,"6",8,"1",100,1,173,10.5,16.5,3,16,13,0,1,"",3,2,3,2,8,6,4,16,1,2,"High"
1.00543,10,"1",8,"2",50,1,529,23,23,2,4,7,0,5,"",4,2,3,2,8,6,4,16,1,1,"High"
1.00544,11,"2",8,"2",100,1,248,15,16.5,1,9,0,0,5,"",4,2,3,2,8,6,4,16,1,1,"High"
1.00556,23,"4",8,"3",50,1,38,9,4.2,1,17,0,0,1,"",1,2,3,2,8,6,4,16,1,2,"High"
1.00559,26,"7",8,"3",50,1,225,18,12.5,2,10,12,0,5,"",4,2,3,2,8,6,4,16,1,2,"High"
1.0056,27,"8",8,"3",100,1,390,19.7484176581315,19.7484176581315,1,13,0,0,5,"",4,2,3,2,8,6,4,16,1,2,"High"
1.00564,31,"1",8,"4",100,1,148,18,8.2,1,7,0,0,5,"",3,2,3,2,8,6,4,16,1,1,"High"
1.00565,32,"2",8,"4",50,1,372,19.2873015219859,19.2873015219859,2,1,3,0,5,"",4,2,3,2,8,6,4,16,1,1,"High"
1.00571,38,"8",8,"4",50,1,175,14.2,12.3,3,6,0,0,5,"",3,2,3,2,8,6,4,16,1,1,"High"
1.00585,52,"1",8,"7",100,1,225,15,15,2,16,0,0,5,"",4,2,3,2,8,6,4,16,1,2,"High"
1.00586,53,"2",8,"7",50,1,190,11.5,16.5,1,18,15,0,5,"",3,2,3,2,8,6,4,16,1,2,"High"
1.00587,54,"3",8,"7",50,1,748,23,32.5,2,11,14,0,2,"",4,2,3,2,8,6,4,16,1,2,"High"
1.0059,57,"6",8,"7",50,1,41,5.1,8,2,12,0,0,1,"",1,2,3,2,8,6,4,16,1,2,"High"
1.00592,59,"1",8,"8",50,1,272,16.4924225024706,16.4924225024706,3,1,7,0,1,"",4,2,3,2,8,6,4,16,1,1,"High"
1.00593,60,"2",8,"8",50,2,408,25,16.3,3,4,6,17,0,"JAISURYAS DEPARTMENT STORE",4,2,3,2,8,6,4,16,2,1,"High"
1.00594,61,"3",8,"8",100,2,488,15,32.5,3,2,5,38,0,"JAYPEE CEMENT",4,2,3,2,8,6,4,16,2,1,"High"
1.00595,62,"1",8,"9",100,1,358,18.9208879284245,18.9208879284245,3,10,13,0,1,"",4,2,3,2,8,6,4,16,1,2,"High"
1.00596,63,"2",8,"9",50,1,242,11.5,21,1,16,15,0,5,"",4,2,3,2,8,6,4,16,1,2,"High"
1.00598,65,"4",8,"9",50,1,86,10.5,8.2,1,17,0,0,1,"",2,2,3,2,8,6,4,16,1,2,"High"
1.00605,73,"1",8,"16",100,1,259,21.2,12.2,3,1,0,0,4,"",4,2,3,2,8,6,4,16,1,1,"High"
1.00606,74,"2",8,"16",50,2,159,13,12.2,3,3,0,10,0,"SLEEPWELL",3,2,3,2,8,6,4,16,2,1,"High"
1.00608,76,"4",8,"16",50,2,216,18,12,3,5,0,14,0,"PMC TECH ENGINEERING COLLEGE",4,2,3,2,8,6,4,16,2,1,"High"
1.00616,1,"1",9,"1",100,1,418,20.4450483002609,20.4450483002609,3,10,13,0,1,"",4,2,1,2,2,2,4,4,1,2,"High"
1.00617,2,"2",9,"1",25,2,400,25,16,3,10,12,11,0,"UNIVERCELL",4,2,1,2,2,2,4,4,2,2,"Low"
1.00628,13,"3",9,"2",75,2,48,6,8,1,9,0,20,0,"RESHI HOSPITAL",1,2,1,2,2,2,4,4,2,1,"High"
1.00632,17,"7",9,"2",25,2,112,7,16,3,6,0,20,0,"ABI POLY CLINIC",2,2,1,2,2,2,4,4,2,1,"Low"
1.0064,25,"1",9,"3",75,1,190,13.7840487520902,13.7840487520902,3,10,0,0,5,"",3,2,1,2,2,2,4,4,1,2,"High"
1.00642,27,"3",9,"3",25,3,192,12,16,1,12,0,0,0,"",3,2,1,2,2,2,4,4,3,2,"Low"
1.00648,33,"9",9,"3",25,2,48,6,8,2,13,0,14,0,"PATHMAVANI ARTS & SCIENCE COLLEGE",1,2,1,2,2,2,4,4,2,2,"Low"
1.00652,37,"1",9,"4",25,1,445,21.095023109729,21.095023109729,3,6,9,0,1,"",4,2,1,2,2,2,4,4,1,1,"Low"
1.00654,39,"3",9,"4",50,2,400,25,16,3,5,6,44,0,"ANGALA AMMAN ACRO FARMS",4,2,1,2,2,2,4,4,2,1,"High"
1.00655,40,"4",9,"4",25,1,256,32,8,2,1,3,0,5,"",4,2,1,2,2,2,4,4,1,1,"Low"
1.0066,45,"1",9,"7",50,1,163,13,12.5,2,10,0,0,1,"",3,2,1,2,2,2,4,4,1,2,"High"
1.00661,46,"2",9,"7",50,1,267,16.3401346383682,16.3401346383682,2,10,12,0,1,"",4,2,1,2,2,2,4,4,1,2,"High"
1.0067,55,"1",9,"25",25,1,540,23.2379000772445,23.2379000772445,3,10,12,0,13,"",4,2,1,2,2,2,4,4,1,2,"Low"
1.00671,56,"2",9,"25",50,2,240,20,12,3,11,0,41,0,"ASHOK LEYLAND",4,2,1,2,2,2,4,4,2,2,"High"
1.00673,58,"4",9,"25",25,2,240,12,20,3,17,14,2,0,"SKODA",4,2,1,2,2,2,4,4,2,2,"Low"
1.00677,62,"1",9,"26",75,1,198,14.0712472794703,14.0712472794703,1,1,7,0,1,"",3,2,1,2,2,2,4,4,1,1,"High"
1.00679,64,"3",9,"26",25,2,96,12,8,3,13,0,8,0,"ROSHAN THE BAG MALL",2,2,1,2,2,2,4,4,2,2,"Low"
1.00687,72,"2",9,"S-1",75,1,150,14,10.7,1,16,0,0,6,"",3,2,1,2,2,2,4,4,1,2,"High"
1.00688,73,"3",9,"S-1",25,1,138,11.5,12,3,15,0,0,6,"",3,2,1,2,2,2,4,4,1,2,"Low"
1.00696,81,"1",9,"S-4",100,1,585,18,32.5,3,1,4,0,15,"",4,2,1,2,2,2,4,4,1,1,"High"
1.007,1,"1",10,"1",0,1,465,21.5638586528478,21.5638586528478,3,10,13,0,5,"",4,1,2,2,4,4,2,8,1,2,"Low"
1.00701,2,"2",10,"1",0,1,129,11,11.7,3,10,0,0,5,"",3,1,2,2,4,4,2,8,1,2,"Low"
1.00702,3,"3",10,"1",0,1,249,15,16.6,3,12,0,0,1,"",4,1,2,2,4,4,2,8,1,2,"Low"
1.00703,4,"4",10,"1",0,2,20,5,4,1,18,0,14,0,"ALPHA COLLEGE OF ENGINEERING",1,1,2,2,4,4,2,8,2,2,"Low"
1.00704,5,"5",10,"1",0,2,20,5,4,3,15,0,6,0,"SHREE VEERAS",1,1,2,2,4,4,2,8,2,2,"Low"
1.00705,6,"6",10,"1",0,2,48,6,8,3,15,0,19,0,"ANJA NAGARIL",1,1,2,2,4,4,2,8,2,2,"Low"
1.00706,7,"7",10,"1",0,1,66,8,8.2,1,18,0,0,5,"",2,1,2,2,4,4,2,8,1,2,"Low"
1.00707,8,"8",10,"1",0,1,272,11,24.7,3,11,17,0,5,"",4,1,2,2,4,4,2,8,1,2,"Low"
1.00708,9,"9",10,"1",0,2,64,8,8,3,14,0,14,0,"TMG COLLEGE OF ARTS & SCIENCE",2,1,2,2,4,4,2,8,2,2,"Low"
1.00709,10,"10",10,"1",0,1,48,6.92820323027551,6.92820323027551,3,10,0,0,5,"",1,1,2,2,4,4,2,8,1,2,"Low"
1.0071,11,"11",10,"1",0,1,36,6,6,3,13,0,23,0,"DINAKARAN",1,1,2,2,4,4,2,8,1,2,"Low"
1.00711,12,"12",10,"1",0,2,22,2.7,8,1,16,0,23,0,"DINAKARAN",1,1,2,2,4,4,2,8,2,2,"Low"
1.00712,13,"13",10,"1",0,1,22,2.7,8,3,10,0,0,5,"",1,1,2,2,4,4,2,8,1,2,"Low"
1.00713,14,"1",10,"2",0,1,125,10,12.5,1,1,0,0,5,"",3,1,2,2,4,4,2,8,1,1,"Low"
1.00714,15,"2",10,"2",0,1,120,10,12,3,7,0,0,5,"",2,1,2,2,4,4,2,8,1,1,"Low"
1.00715,16,"3",10,"2",0,1,82,10,8.2,1,1,0,0,5,"",2,1,2,2,4,4,2,8,1,1,"Low"
1.00716,17,"4",10,"2",0,1,170,10,17,1,7,0,0,1,"",3,1,2,2,4,4,2,8,1,1,"Low"
1.00717,18,"5",10,"2",0,1,143,19,7.5,1,3,0,0,13,"",3,1,2,2,4,4,2,8,1,1,"Low"
1.00718,19,"6",10,"2",0,1,350,20,17.5,3,9,0,0,13,"",4,1,2,2,4,4,2,8,1,1,"Low"
1.00719,20,"7",10,"2",0,1,76,9.5,8,1,2,0,0,5,"",2,1,2,2,4,4,2,8,1,1,"Low"
1.0072,21,"8",10,"2",0,1,119,9.5,12.5,1,8,0,0,13,"",2,1,2,2,4,4,2,8,1,1,"Low"
1.00721,22,"9",10,"2",0,1,352,44,8,1,4,0,0,5,"",4,1,2,2,4,4,2,8,1,1,"Low"
1.00722,23,"10",10,"2",0,2,40,5,8,2,5,0,17,0,"NIZAM PAKKU",1,1,2,2,4,4,2,8,2,1,"Low"
1.00796,1,"1",11,"1",0,1,243,15,16.2,1,10,16,0,1,"",4,1,3,2,7,6,2,14,1,2,"Low"
1.00797,2,"2",11,"1",0,2,373,23,16.2,3,13,15,20,0,"RAJIV SCANS",4,1,3,2,7,6,2,14,2,2,"Low"
1.00798,3,"3",11,"1",0,2,80,10,8,3,12,0,14,0,"RVS GROUP OF INSITITUTION",2,1,3,2,7,6,2,14,2,2,"Low"
1.00799,4,"4",11,"1",0,2,36,10,3.6,3,18,0,23,0,"DINAMALAR",1,1,3,2,7,6,2,14,2,2,"Low"
1.008,5,"5",11,"1",0,2,18,5,3.6,3,18,0,5,0,"IIFL",1,1,3,2,7,6,2,14,2,2,"Low"
1.00801,6,"6",11,"1",0,2,120,10,12,1,12,0,6,0,"EUROPA",2,1,3,2,7,6,2,14,2,2,"Low"
1.00802,7,"7",11,"1",0,2,246,12,20.5,3,18,15,1,0,"TATA MOTORS",4,1,3,2,7,6,2,14,2,2,"Low"
1.00803,8,"8",11,"1",0,2,325,10,32.5,3,11,14,5,0,"CHEMMANUR JEWELLERS",4,1,3,2,7,6,2,14,2,2,"Low"
1.00888,1,"1",12,"1",100,1,439,20.952326839757,20.952326839757,3,10,13,0,1,"",4,1,1,2,1,2,2,2,1,2,"High"
1.00889,2,"2",12,"1",90,2,400,25,16,3,12,0,11,0,"MICROMAX",4,1,1,2,1,2,2,2,2,2,"High"
1.0089,3,"3",12,"1",10,2,144,18,8,3,15,0,14,0,"APOLLO ENGEERING COLLEGE",3,1,1,2,1,2,2,2,2,2,"Low"
1.00891,4,"4",12,"1",30,2,78,10,7.8,3,18,0,20,0,"MAX",2,1,1,2,1,2,2,2,2,2,"Low"
1.00892,5,"5",12,"1",40,2,358,11,32.5,3,11,14,7,0,"DHATHRI HAIR OIL",4,1,1,2,1,2,2,2,2,2,"Low"
1.00893,6,"6",12,"1",10,1,26,4,6.5,3,10,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00894,7,"7",12,"1",10,2,26,4,6.5,3,13,0,14,0,"FRANCH EXPRESS NETWORK",1,1,1,2,1,2,2,2,2,2,"Low"
1.00895,8,"1",12,"2",10,1,154,7,22,2,1,7,0,5,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00896,9,"2",12,"2",20,1,62,7.5,8.2,1,4,0,0,1,"",2,1,1,2,1,2,2,2,1,1,"Low"
1.00897,10,"3",12,"2",30,1,111,6.7,16.5,3,1,2,0,1,"",2,1,1,2,1,2,2,2,1,1,"Low"
1.00898,11,"4",12,"2",40,1,360,18.9736659610103,18.9736659610103,1,2,0,0,1,"",4,1,1,2,1,2,2,2,1,1,"Low"
1.00899,12,"5",12,"2",40,1,84,21,4,1,9,0,0,1,"",2,1,1,2,1,2,2,2,1,1,"Low"
1.009,13,"6",12,"2",100,1,256,20.5,12.5,3,4,2,0,6,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00901,14,"7",12,"2",40,1,153,12.2,12.5,1,3,0,0,1,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00902,15,"8",12,"2",60,1,175,14,12.5,1,2,0,0,1,"",3,1,1,2,1,2,2,2,1,1,"High"
1.00903,16,"9",12,"2",90,1,227,15.0665191733194,15.0665191733194,1,4,5,0,10,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00904,17,"10",12,"2",20,2,80,8,10,3,8,0,0,6,"",2,1,1,2,1,2,2,2,2,1,"Low"
1.00905,18,"11",12,"2",20,1,48,6,8,2,5,0,14,0,"ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING",1,1,1,2,1,2,2,2,1,1,"Low"
1.00906,19,"1",12,"3",70,1,298,17.2626765016321,17.2626765016321,1,10,11,0,1,"",4,1,1,2,1,2,2,2,1,2,"High"
1.00907,20,"2",12,"3",20,1,26,6.5,4,2,16,0,0,5,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00908,21,"3",12,"3",20,2,96,8,12,3,10,0,14,0,"BHARATH UNIVERSITY",2,1,1,2,1,2,2,2,2,2,"Low"
1.0091,23,"5",12,"3",10,2,82,10.3,8,3,10,12,19,0,"ANNIAH NAGAR",2,1,1,2,1,2,2,2,2,2,"Low"
1.00911,24,"6",12,"3",30,3,49,6,8.2,1,18,0,0,0,"",1,1,1,2,1,2,2,2,3,2,"Low"
1.00913,26,"8",12,"3",10,1,52,13.1,4,1,12,0,0,1,"",1,1,1,2,1,2,2,2,1,2,"Low"
1.00914,27,"9",12,"3",70,2,300,20,15,3,17,0,1,0,"HYUNDAI",4,1,1,2,1,2,2,2,2,2,"High"
1.00915,28,"10",12,"3",30,2,180,15,12,3,13,0,14,0,"AARUPADI VEEDU INS.OF TECH.",3,1,1,2,1,2,2,2,2,2,"Low"
1.00916,29,"11",12,"3",10,2,180,15,12,3,13,15,14,0,"KINGS ENGINEERING COLLEGE",3,1,1,2,1,2,2,2,2,2,"Low"
1.00917,30,"12",12,"3",60,2,240,20,12,3,14,0,7,0,"FIAMA",4,1,1,2,1,2,2,2,2,2,"High"
1.00918,31,"1",12,"4",90,1,206,12.5,16.5,3,1,0,0,5,"",3,1,1,2,1,2,2,2,1,1,"High"
1.00919,32,"2",12,"4",100,1,251,15.8429795177549,15.8429795177549,3,1,0,0,1,"",4,1,1,2,1,2,2,2,1,1,"High"
1.0092,33,"3",12,"4",60,1,117,9.5,12.3,3,3,0,0,5,"",2,1,1,2,1,2,2,2,1,1,"High"
1.00921,34,"4",12,"4",60,1,270,16.431676725155,16.431676725155,1,7,0,0,1,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00922,35,"5",12,"4",50,1,38,9.5,4,2,9,0,0,5,"",1,1,1,2,1,2,2,2,1,1,"High"
1.00923,36,"6",12,"4",40,1,148,18.5,8,3,4,0,0,15,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00924,37,"7",12,"4",70,1,186,14.9,12.5,1,2,0,0,5,"",3,1,1,2,1,2,2,2,1,1,"High"
1.00925,38,"8",12,"4",40,1,162,20.3,8,3,8,0,0,15,"",3,1,1,2,1,2,2,2,1,1,"Low"
1.00926,39,"9",12,"4",70,1,388,31,12.5,3,5,6,0,2,"",4,1,1,2,1,2,2,2,1,1,"High"
1.00927,40,"1",12,"7",100,1,300,17.3205080756888,17.3205080756888,2,10,16,0,1,"",4,1,1,2,1,2,2,2,1,2,"High"
1.00928,41,"2",12,"7",20,3,20,5,4,1,12,0,0,0,"",1,1,1,2,1,2,2,2,3,2,"Low"
1.00929,42,"3",12,"7",30,2,60,15,4,2,10,0,25,0,"ANNAMALAI UNIVERSITY",2,1,1,2,1,2,2,2,2,2,"Low"
1.0093,43,"4",12,"7",10,2,80,10,8,2,12,0,14,0,"SREE SASTHA INS.OF ENGG & TECH",2,1,1,2,1,2,2,2,2,2,"Low"
1.00931,44,"5",12,"7",20,2,150,15,10,2,12,0,25,0,"ALAGAPPA UNIVERSITY",3,1,1,2,1,2,2,2,2,2,"Low"
1.00932,45,"6",12,"7",20,2,64,8,8,2,16,0,14,0,"CSC MERIT SCHOLARSHIP",2,1,1,2,1,2,2,2,2,2,"Low"
1.00933,46,"7",12,"7",20,3,40,5,8,1,16,0,0,0,"",1,1,1,2,1,2,2,2,3,2,"Low"
1.00934,47,"8",12,"7",20,3,64,8,8,1,16,0,0,0,"",2,1,1,2,1,2,2,2,3,2,"Low"
1.00935,48,"9",12,"7",30,2,192,24,8,2,13,0,25,0,"ANNA UNIVERSITY",3,1,1,2,1,2,2,2,2,2,"Low"
1.00936,49,"10",12,"7",10,2,120,10,12,2,18,0,25,0,"BHARATHIAR UNIVERSITY",2,1,1,2,1,2,2,2,2,2,"Low"
1.00937,50,"11",12,"7",20,2,120,10,12,2,15,0,3,0,"THAYAGAM CHIT FUND",2,1,1,2,1,2,2,2,2,2,"Low"
1.00938,51,"12",12,"7",10,2,150,15,10,2,17,0,0,7,"",3,1,1,2,1,2,2,2,2,2,"Low"
1.0094,53,"14",12,"7",20,2,80,10,8,2,18,0,35,0,"PERSON MISSING",2,1,1,2,1,2,2,2,2,2,"Low"
1.00941,54,"1",12,"21",60,2,110,10,11,3,10,0,15,0,"COCKTAIL",2,1,1,2,1,2,2,2,2,2,"High"
1.00942,55,"2",12,"21",60,2,110,10,11,3,10,0,15,0,"MANAM KOTHI PARAVAI",2,1,1,2,1,2,2,2,2,2,"High"
